doc_id,title,content,keyword_relevant,cluster_id,cluster_label
35,Doc 36: A spokesman for Afghanistan's Defence Ministry claims Osama,"A spokesman for Afghanistan's Defence Ministry claims Osama bin Laden has fled to Pakistan. Defence Ministry spokesman Mohamad Habeel says the Saudi-born dissident is in hiding under the protection of supporters of a radical Islamic leader who helped to create the fundamentalist Taliban. ""Osama himself is under the protection of Maulana Fazalur Rehman in Pakistan, but we don't know for sure in which part of it,"" Mohamad Habeel said. ""He lives in areas which are under the influence and control of Fazalur Rehman supporters, I cannot say from which sources we have received this information. ""Bin Laden and his men are no longer here [in Afghanistan]."" Mr Rehman, who is under house arrest, is head of the Jamiat Ulema-i-Islam Party, a long time supporter of bin Laden, the leader of the Al Qaeda network which is blamed for the September 11 attacks on New York and Washington. Mohamad Habeel said bin Laden's support in Afghanistan had collapsed completely. ""His supporters have no presence any more,"" he said. ""There may be individuals here who have hidden, but altogether we can say that his resistance is over. ""His last remaining forces have fled to areas along the border with Afghanistan and Pakistan.""",False,1,"said, pakistan, palestinian, says"
36,Doc 37: New York Mayor Rudolph Giuliani today bade farewell,"New York Mayor Rudolph Giuliani today bade farewell to the city he has led for the past eight years, calling for a ""soaring, beautiful"" memorial to be built on the site of the World Trade Centre. Mr Giuliani, speaking just four days ahead of his final day in office, further defended his tough stance on crime and homelessness. Time magazine's 2001 Person of the Year also praised New York's diversity as the source of strength pulling the city through the difficult aftermath of September 11's deadly attacks. ""This place has to be sanctified,"" Mr Giuliani said. ""This place has to become a place which, when anybody comes here, they are going to feel the great power and emotion of what it means to be an American."" During his reign, many in the city's black and Hispanic communities decried Mr Giuliani's 'knee-jerk' support for New York's Police Department during police brutality scandals. However, the Mayor insists his policing strategy has been highly effective. ""The reality is that the model that was adopted for dealing with crime in New York City is the very, very best way to ensure you can make your city safe,"" Mr Giuliani said. ""I felt that my job as the mayor was to turn around the city, because I believed - rightly or wrongly - that we had one last chance to do that."" Mr Giuliani, a Republican, has served two terms as New York City's Mayor since 1993. Term limits prevent him from seeking a third term in office, and he will be succeeded by billionaire media mogul Michael Bloomberg.",False,1,"said, pakistan, palestinian, says"
37,Doc 38: Australia's quicks and opening batsmen have put the,"Australia's quicks and opening batsmen have put the side in a dominant position going into day three of the Boxing Day Test match against South Africa at the MCG. Australia is no wicket for 126, only 151 runs shy of South Africa after Andy Bichel earlier starred as the tourists fell for 277. When play was abandoned due to rain a few overs short of scheduled stumps yesterday, Justin Langer was not out 67 and Matthew Hayden 55. The openers went on the attack from the start, with Langer's innings including six fours and Hayden's eight. Earlier, Shaun Pollock and Nantie Haywood launched a vital rearguard action to help South Africa to a respectable first innings total. The pair put on 44 runs for the final wicket to help the tourists to 277. The South Africans had slumped to 9 for 233 through a combination of Australia's good bowling, good fielding and good luck. After resuming at 3 for 89 yesterday morning, the tourists looked to be cruising as Jacques Kallis and Neil McKenzie added 72 without loss. But then Bichel suddenly had them reeling after snatching two wickets in two balls. First he had Jacques Kallis caught behind for 38, although Kallis could consider himself very unlucky as replays showed his bat was a long way from the ball. On the next ball, Bichel snatched a sharp return catch to dismiss Lance Klusener first ball and have a shot at a hat-trick. Bichel missed out on the hat-trick and Mark Boucher and Neil McKenzie again steadied the South African innings, adding 67 before the introduction of part-timer Mark Waugh to the attack paid off for Australia. Waugh removed Boucher for 43, caught by Bichel. Brett Lee then chipped in, trapping McKenzie leg before for 67 with a perfect inswinger. Bichel continued his good day in the field, running out Claude Henderson for 5 with a direct-hit from the in-field. Lee roared in to Allan Donald, bouncing him and then catching the edge with a rising delivery, which Ricky Ponting happily swallowed at third slip to remove the returning paceman for a duck. Bichel did not get his hat-trick but ended with the best figures of the Australian bowlers, after also picking up the final wicket of Nantie Haywood for 14. Lee took 3 for 77 and Glenn McGrath 2 for 66.",False,3,"test, bichel, africa, south"
38,Doc 39: A rafter who raised the alarm after most,"A rafter who raised the alarm after most of his party was swept into the Franklin River, in Tasmania's south-west, says for nearly 24 hours he did not know whether his four friends had survived. Richard Romaszko was rafting down the Collingwood River when the party was hit by a huge water swell just before the junction with the Franklin. Mr Romaszko pulled himself to safety and, after camping overnight, he alerted a tour group. He was able to use the group's satellite phone to raise the alarm. A second member of the party was found nearby yesterday afternoon, while the other three were winched out by helicopter about 8:00pm AEDT. Mr Romanszko says he went into survival mode. ""When we hit the bottom of the rapid there was a big wave that overturned the rafts,"" he said. ""Before we knew it, we were in the Franklin River. ""At least my raft was upside down and the guy who was with me, his raft was upside down.""",False,2,"sydney, yacht, line, race"
39,Doc 40: A total of 14 yachts have now retired,"A total of 14 yachts have now retired from the Sydney to Hobart Yacht Race, after three more yachts pulled out of the classic overnight, one of them with an injured skipper. Terra Firma arrived at Eden, on the New South Wales south coast, early today. Skipper Peter Bartels is in hospital with neck injuries, but his condition is not serious. Also returning to Eden is Grundig, which has hull damage. Krakatoa is back at Ulludullah, due to a sea sick crew member. The Round the World racers still lead the fleet off Lady Barron on the southern end of Flinders Island, sailing in light winds. Illbruck holds a two nautical mile lead over Team Tyco, while Team News Corp is a further two nautical miles astern, with Assa Abloy close by. Team Tyco will not have its result recorded, after failing to meet a mandatory radio check when off Green Cape.",False,2,"sydney, yacht, line, race"
40,Doc 41: Firefighters across New South Wales are gearing up,"Firefighters across New South Wales are gearing up for a wind change that may bring further property losses today. More than 100 fires now ring two-thirds of the greater Sydney area. The blazes stretch south of the Royal National Park and north of Wollongong all the way to the Blue Mountains and up towards the edge of the Baulkham Hills shire. Fires are also burning around Huskisson on the far south coast, and as far inland as Mudgee, Narromine and Kempsey, and the Richmond Valley in the north. However, the major areas of concern today are the southern Sydney suburbs of Heathcote and Engadine. Thousands of residents in those suburbs were evacuated overnight. Senior forecaster with the Sydney Weather Bureau Ian Robertson, says the greatest risk will come when winds change direction this afternoon. ""We're looking at another dry day ahead throughout the state, particularly along the coast... more average sort of temperatures but the trick will be the winds,"" Mr Robertson said. ""We're looking at south-west winds this morning, an east to south-east sea breeze along the coast, which is going to make things quite challenging for firefighting."" Between 4,000 and 5,000 firefighters are currently battling the blazes. Crews have already been brought in from Victoria, but the Rural Fire Service says it expects to call on other states for help. Service spokesman John Winter says property losses have been high. ""We are estimating that around 150 homes have been lost, obviously there are areas we're yet to confirm property losses,"" Mr Winter said.",False,4,"south, new, australia, wales"
41,Doc 42: The man accused to trying to blow up,"The man accused to trying to blow up an American Airlines flight on Sunday could not have acted alone, according to a British Islamic leader who knew Richard Reid well. Abdul Hak Baker is the head of the Brixton mosque in south London, where 28-year-old Mr Reid had worshipped. Mr Baker says Mr Reid is a petty criminal who had converted to Islam while in jail. He says Mr Reid had become more and more militant in his outlook, after becoming involved with a group of Muslim extremists. The mosque leader says Mr Reid was easily led and he is not surprised at what happened. ""I wouldn't say we were totally surprised, because we said if we remember how he left us this is what he was believing in,"" Mr Baker said. ""This was the type of jihad that he was beginning to believe in. ""September the eleventh would have had a profound effect on him."" Meanwhile, US television is reporting Osama bin Laden loyalists held prisoner in Afghanistan have told US troops Mr Reid trained in their camps.",False,0,"man, flight, reid, says"
42,Doc 43: Virgin Blue has begun offering $5 flights from,"Virgin Blue has begun offering $5 flights from Melbourne to five major cities, in an aggressive attempt to stave off potential competition from a revamped Ansett. The 10,000 midweek seats are only available on the Internet until Monday, for travel between January 9 and March 27. The one-way fares are for flights to Sydney, Brisbane, Adelaide, Launceston and Canberra. Vigin Blue spokesman David Huttner says the fares are to thank customers for their support, particularly in Victoria, which has become Virgin's second largest operational base. However, he says it is also very much about ensuring the airline's position in the market. ""Suggestions recently in the press by Mr Fox that Ansett's main goal is simply to put Virgin Blue out of business, well, you know, we wish them the best of luck in that endeavour,"" he said. ""Everybody else has failed so far but if that's the only goal in business, they claim to be in the spirit of competition then well, good on them.""",False,2,"sydney, yacht, line, race"
43,Doc 44: After a bad start to the holiday period,"After a bad start to the holiday period on Australia's roads, there have been no fatalities reported for two days. The last fatality was on Christmas Day when a 45-year-old man died after falling off his motor bike in the New South Wales Hunter Valley. That state has recorded 10 of the 26 deaths in Australia since the holiday period began. In Victoria, where five people have died, a teenage boy suffered life threatening injuries when he was run down by a car at Baccus Marsh, west of Melbourne, early this morning. Five people have died in Queensland, three in the Northern Territory, two in Western Australia and one in South Australia. There have been no deaths recorded in Tasmania or the ACT.",False,4,"south, new, australia, wales"
44,Doc 45: A Palestinian man has been shot dead as,"A Palestinian man has been shot dead as Israeli forces charged into Palestinian-controlled land in the northern West Bank in hot pursuit of gunmen who opened fire on them earlier, Palestinian officials said. Walid Saadi, 53, was killed by heavy machine-gun fire as tanks and helicopters fought a pitched battle with the Palestinian gunmen, holed up in a house on the edge of the town of Jenin after attacking an Israeli Army post, Palestinian medics said. Israeli military sources said two armed men had been shot, although it was not immediately clear if Saadi was one of them or a civilian caught in the intense fire. Israeli forces did not say how many gunmen they were facing down, although officials had earlier said it was two. An army spokesman said the gunmen had been heading through Israel-controlled territory east of the town when they ran into an army post and opened fire. It claimed they had been planning to attack the nearby Jewish settlement of Qadim. The Israeli soldiers returned fire, but the men escaped into Palestinian self-rule land next to the northern town of Jenin. The army chased them into land under the control of the Palestinian Authority and tracked them down to a house where the men took cover. The Palestinians then threw two grenades at soldiers and border police, injuring one policeman slightly. A firefight erupted around the house, Palestinian and Israeli security officials said, during which the tanks fired two shells into the building. Helicopters also opened fire, killing Saadi, Palestinian officials said. According to Jenin hospital officials, two Palestinians were injured in the exchange, as the tanks and two jeeps entered 400 metres into Palestinian territory to besiege the house.",False,1,"said, pakistan, palestinian, says"
45,"Doc 46: Sir Nigel Hawthorne, the British actor best known","Sir Nigel Hawthorne, the British actor best known for his role as the scheming civil servant in the BBC hit Yes Minister, died Wednesday from a heart attack aged 72, his agent said. Hawthorne had been battling cancer for the past 18 months and had just come out of hospital where he had been having chemotherapy treatment, said Ken McReddie. He said the cancer treatment had been going well and the heart attack was unexpected. Hawthorne died peacefully at home with his partner and a friend, McReddie added. ""He was a brilliant actor and a wonderful friend, I feel very sad and extremely cut up,"" he said. Playing the smug civil servant Sir Humphrey Appleby who always knew better than his master, Hawthorne's performances in Yes, Minister won him a host of awards and the glowing approval of then prime minister Margaret Thatcher. The role led to a sequel, Yes, Prime Minister, as well as a range of more substantial role on stage and screen, including the lead role in the 1995 film The Madness of King George for which he was nominated for an Oscar.",False,1,"said, pakistan, palestinian, says"
46,Doc 47: Seven yachts have been forced to retire from,"Seven yachts have been forced to retire from the Sydney to Hobart yacht race, after a storm hit the fleet off the New South Wales south coast overnight. South Australian yacht SAP Ausmaid and Secret Men's Business both lost their masts in the storms this morning. Last night, one of the favourites for line honors, Victorian maxi Wild Thing, was forced to head back to Sydney with sail damage. Simply Red, Broomstick, Cadibarra and Sting also sustained damage in the storm and were forced to head back to Sydney. Volvo ocean racer Tyco, leads the race ahead of Assa Abloy.",False,2,"sydney, yacht, line, race"
47,Doc 48: Australia will be aiming to take early wickets,"Australia will be aiming to take early wickets on day two of the second cricket Test against South Africa at the MCG. The Proteas will resume at three for 89 after day one was badly affected by rain with only 40 overs possible. Australian paceman Glenn McGrath, who has two wickets, says the catch taken by Matthew Hayden yesterday is typical of Australia's outstanding slips fielding this summer. ""In the series so far there's been some great catches - Ricky Ponting in the last Test, occasionally I get one myself,"" he said. ""It gives you so much more confidence when you know 99 per cent of the catches that go flying to the slips or through the slips are going to be taken.""",False,3,"test, bichel, africa, south"
48,Doc 49: Thousands of firefighters remain on the ground across,"Thousands of firefighters remain on the ground across New South Wales this morning, as they assess the extent of fires burning around Sydney and on the state's south coast. Firefighters are battling a fire band stretching from around Campbelltown, south-west of Sydney, to the Royal National Park. Hundreds of people have been evacuated from small villages to the south and south-west of Sydney. Authorities estimate more than 60 properties have been destroyed in the greater Sydney area. Fourteen homes have been destroyed in the Hawkesbury area north of Sydney, and 20 properties have been ruined at Jervis Bay. John Winter, from the New South Wales Rural Fire Service, says firefighters' main concern is the fire band from Campbelltown through to the coast. ""That is going to be a very difficult area today, we do expect that the Royal National Park is likely to be impacted by fire later in the morning,"" he said. ""Certainly in terms of population risk and threat to property that band is going to be our area of greatest concern."" In the ACT, it appears the worst of the fire danger may have passed though strong winds are expected to keep firefighters busy today. The fires have burned more than 800 hectares over the past two days. Yesterday, winds of up to 80 kilometres an hour fanned blazes in a dozen areas, including Queanbeyan, O'Connor, Mount Wanniassa, Red Hill and Black Mountain. Strong winds are again predicted for today but fire authorities are confident they have the resources to contain any further blazes. A total fire ban is in force in the ACT today and tomorrow. Emergency Services Minister Ted Quinlan has paid tribute to the efforts of firefighters. ""There has just been a whole body of people that have been magnificent in sacrificing their Christmas for the benefit of the community,"" he said.",False,4,"south, new, australia, wales"
49,Doc 50: European monarchs have reflected on the impact of,"European monarchs have reflected on the impact of the September 11 terrorist attacks in the United States in their traditional Christmas messages. The sombre mood was typified by Britain's Queen Elizabeth II, who said 2001 brought many people ""more than their fair share of trials and disasters"". ""The terrorist outrages in the United States last September brought home to us the pain and grief of ordinary people the world over who find themselves innocently caught up in such evil,"" she said. The Queen also expressed her belief in the importance of faith at such times. ""In these circumstances so many of us, whatever our religion, need our faith more than ever to sustain and guide us. ""Every one of us needs to believe in the value of all that is good and honest."" Sweden's King Carl XVI Gustaf also referred to September 11 in his annual Christmas speech to the nation, describing how the attacks concerned everyone and had changed life itself. ""The need for community and friendship beyond borders is even greater following these tragedies,"" he said. Spain's King Juan Carlos said the outrages in America opened a new stage in world history. ""The terrible attacks of September 11 on the US, of a previously unknown magnitude, have shaken the conscience of humanity and shattered many of the ideas on which we base the way we live,"" he said. However, King Juan said the international community's reaction showed no tolerance for that kind of attack. ""The reaction of the international community has show in a clear way its willingness in the future to prevent those who think that violence and terror are valuable instruments for imposing their ideas and exercising their tyranny,"" he said.",False,1,"said, pakistan, palestinian, says"
50,Doc 51: Afghan security forces have arrested a wounded Arab,"Afghan security forces have arrested a wounded Arab Al Qaeda fighter, but seven others with weapons and explosives remain barricaded in a hospital in the southern city of Kandahar. A spokesman for provincial governor Gul Agha, Akbar Jan, says the man was arrested when he left his ward. ""One Arab, believed to be a Yemeni, was taken into custody when he came out of his ward for a bandage,"" Mr Jan said. He says the other seven are carrying weapons including pistols, grenades and explosives. ""We are trying to persuade them not to detonate their explosives and to surrender their weapons,"" Mr Jan said. ""We are concerned about the safety of other patients."" The Arabs, wounded in earlier US bombing of Kandahar airport, were admitted to Mirwais Hospital before the departure of the Taliban militia earlier this month. Before fleeing, the Taliban had handed over some weapons including grenades and explosives so the Arabs could protect themselves. They have been threatening to blow up their hospital room if any attempt is made to arrest them.",False,0,"man, flight, reid, says"
51,Doc 52: Russian authorities have sentenced Chechen warlord Salman Raduyev,"Russian authorities have sentenced Chechen warlord Salman Raduyev to life in prison for a 1996 hostage siege in which more than 200 people died. Salman Raduyev is probably the most important Chechen fighter Russian authorities have ever caught. A relative of the first Chechen president, he was at the forefront of the insurgency leading raids against federal troops. He was jealous of the achievements of his fellow commanders. He resolved to outperform his rival and in January 1996, masterminded a hostage taking in the neighbouring republic of Dagestan. Apparently, the aim was to destabilise Dagestan and spread the war to the rest of the Caucuses. He ran out of luck as Russian solders were not prepared to negotiate and cornered Raduyev on the Chechen border.",False,0,"man, flight, reid, says"
52,Doc 53: Skippers are expecting a spectacular start to the,"Skippers are expecting a spectacular start to the 57th Sydney to Hobart yacht race today, with the weather bureau forecasting spinnaker-friendly westerly winds. A total of 76 entrants are in this year's race, including eight round-the-world yachts, which are expected to give last year's line honours winner, Swedish maxi Nicorette, a run for its money. The round the world yachts are set for a flying beginning, with a 200-metre headstart designed to get them out of harm's way. The boats will have to round a buoy further north near Sydney heads, to equalise the distance. Ludde Ingvall, the skipper of Nicorette, says the split start could help the maxis next year. ""Split starts are good and maybe next year they will move all the big boats into the front line so that we can get away without hitting somebody,"" he said. Skipper Ingvall says his start tactics are easy. ""At the start it's easy - don't break and don't collide and don't go around and don't make yourself look silly,"" he said. The New South Wales Weather Bureau says there is a possibility of waves of up to five metres in Bass Strait for this year's Sydney to Hobart yacht race. Severe weather forecaster Ken Batt says if a low pressure system develops more off Tasmania, the worst case scenario could be strong winds and large seas. ""As the yachts hit the stronger winds in Bass Strait you'd be looking at say four to five metre significant wave heights,"" Mr Batt said.",False,2,"sydney, yacht, line, race"
53,Doc 54: A project working on ways to reduce the,"A project working on ways to reduce the debt of prisoners in Australian jails has run out of money. The Criminal Justice Coalition's Prison and Debt Project has been developing tools to educate prisoners and their families about their financial rights. Spokeswoman Anne Stringer says funding from a non-profit organisation has run out and she is now looking for government support to trial the education programs. Ms Stringer says if successful, the programs may stop prisoners from reoffending to repay accumulated debt. ""As soon as you get out of prison, Centrelink starts deducting the money you owe them from your benefit payment so your income is vastly reduced,"" she said. ""You may not have a place to live and your car's probably been repossessed. ""Your chances of getting employment and starting to pay back the debt is very very slim.""",False,2,"sydney, yacht, line, race"
54,Doc 55: Police are interviewing a 21-year-old man for stealing,Police are interviewing a 21-year-old man for stealing a car with a child inside from the Northside Shopping Centre in Alice Springs. Senior Sergeant Michael Potts says the 20-month-old boy was left on Elliot Street when the offender discovered the child shortly after taking the car. Members of the public found the boy sitting on a kerb and returned him to his parents. Police pursued the man in the stolen vehicle along the Stuart Highway and Tanami Road for about 160 kilometres before he ran out of petrol. Senior Sergeant Potts says the man was caught after a short chase through the bush and is currently being interviewed by police.,False,0,"man, flight, reid, says"
55,Doc 56: Melbourne's weather is one of the question marks,"Melbourne's weather is one of the question marks hanging over the second Test between Australia and South Africa, due to start at the MCG this morning. Melbourne's shaky early summer weather is not yet on the improve. This is Test cricket's traditional day of days and it is receiving Melbourne's traditional greeting - cool and cloudy with possible showers. The other questions are over each team's pace attack. South Africa will probably be forced to take a huge punt on veteran Alan Donald, while Australia is unlikely to punt on Brad Williams, returning Andy Bichel to Test cricket. Williams was called up to the 12 after Jason Gillespie was ruled out of the Test due to a right shoulder injury. Bichel says he is looking forward to the challenge of a call-up to the starting side. ""I feel that I'm ready to go for this game and I'm looking forward to it,"" Bichel said. ""The Boxing Day Test has been a good one for me. I've got great memories of it, so hopefully I can repeat those."" The day is likely to provide conditions any quick bowler would relish - bouncy with some seam, beckoning the captain who wins the toss to turn his attack loose.",False,3,"test, bichel, africa, south"
56,Doc 57: An American Airlines flight from Paris to Miami,"An American Airlines flight from Paris to Miami has been diverted to Boston Airport under escort by two United States fighter jets, after a passenger attempted to ignite explosives he was wearing in his shoes. Director of Boston's Logan International Airport Tom Kinton says quick action by flight attendants on the 767 jetliner averted a potentially serious incident. ""The flight attendants became alerted to a smell of sulphur which is a match, and immediately took action when they saw what this individual was attempting to do and literally tackled the individual,"" he said. The FBI has arrested a 28-year-old mantravelling on what is reported to be a fake British passport. The 185 passengers and 12 crew members have been taken off the plane.",False,0,"man, flight, reid, says"
57,Doc 58: Afghanistan's new interim government is to meet for,"Afghanistan's new interim government is to meet for the first time later today after an historic inauguration ceremony in the Afghan capital Kabul. Interim President Hamid Karzai and his 29 fellow cabinet members are looking to start rebuilding Afghanistan's war-ravaged economy. Mr Karzai says he expects the reconstruction to cost many billions of dollars after 23 years of war. ""Afghanistan must go from an economy of war to an economy of peace,"" Mr Karzai said. ""Those people who've earned a living by taking the gun must be enabled with programs, with plans, with projects to put the gun aside and go to the various other forms of economic activity that can bring them a livelihood,"" he said.",False,1,"said, pakistan, palestinian, says"
58,Doc 59: Pakistan President Pervez Musharraf believes there is a,"Pakistan President Pervez Musharraf believes there is a strong possibility Osama bin Laden could have been killed in the United States bombardment of the Tora Bora caves in eastern Afghanistan. ""Maybe he is dead because of all the operations that have been conducted, the bombardment of all the caves that have been conducted, there's a great possibility that he may have lost his life there,"" General Musharraf said on Chinese state television. During the visit to Pakistan's close ally China, General Musharraf said Pakistan had stepped up security along its porous border with Afghanistan in a bid to capture the suspected terrorist mastermind. ""We have huge borders between Afghanistan and Pakistan,"" he said. ""The Tora Bora region in which he was supposed to be operating has ... about eight passes leading into Pakistan over mountains at a height of about 13 to 14,000 feet ... We are guarding each one of these passes. ""If he does enter, if we identify him, he will be handed over"". US and Afghan forces have been searching for signs of bin Laden, the number one suspect in the September 11 attacks on New York and Washington, around Tora Bora since forces from his Al Qaeda network fled last weekend. US warplanes and Afghan forces had launched extensive attacks on the network of caves where Al Qaeda members had been hiding out. An Afghan commander in charge in the Tora Bora caves region said Saturday that bin Laden had probably gone to Pakistan. The Pentagon said on Monday that it had no idea where bin Laden was now although it believed he had been in the Tora Bora region until a few days before.",True,1,"said, pakistan, palestinian, says"
59,Doc 60: Australian cricket selectors have made just one change,"Australian cricket selectors have made just one change to the squad that beat South Africa in the opening Test for the second Test beginning in Melbourne on Boxing Day. As predicted, Queensland pace bowler Andy Bichel replaces spin bowler Stuart MacGill, who was 12th man for the Adelaide Test. MacGill took five wickets for New South Wales on day one of the tour match against South Africa at the SCG Thursday, but it was not enough to sway selectors. The full squad is: Steve Waugh(c), Adam Gilchrist(vc), Matthew Hayden, Justin Langer, Ricky Ponting, Mark Waugh, Damien Martyn, Shane Warne, Brett Lee, Jason Gillespie, Glenn McGrath and Andy Bichel.",False,3,"test, bichel, africa, south"
60,Doc 61: Israel has rejected Palestinian leader Yasser Arafat's bid,"Israel has rejected Palestinian leader Yasser Arafat's bid to make his annual visit to Bethlehem for Christmas Eve during an security cabinet meeting early today. ""The security cabinet made its decision based on the fact that Arafat is not working to dismantle terror organizations and to foil terror attacks against Israel and to arrest and punish terrorists, including the murderers of tourism minister Rhavam Zeevi,"" a statement from Prime Minister Ariel Sharon's office said. Earlier, Mr Arafat declared he would walk to Bethlehem for Christmas Eve Mass if he has to if Israeli authorities refused him access to the biblical town. Mr Arafat's statement comes as Palestinians in Gaza buried six teenagers killed in the worst internal Palestinian violence in seven years. The funerals in Gaza were peaceful, with Palestinian police staying away and mourners agreeing no weapons were to be carried. This has been a difficult week for Yasser Arafat: he put his reputation on the line by ordering the arrest of some key Palestinian militants in the most important radical group Hamas, then declared an end to its campaign of suicide bombings and other attacks against Israel. Another smaller, but important radical group, Islamic Jihad, might follow Hamas's lead. But the key to all this is Israel's reaction. If it eases its blockade of towns in the West Bank, then Yasser Arafat will have something to show for his efforts.",True,1,"said, pakistan, palestinian, says"
61,Doc 62: A Victorian couple is seeking approval to have,"A Victorian couple is seeking approval to have a baby that has been genetically matched to their first child in a bid to save the toddler from a rare blood disease. The in-vitro fertalisation (IVF) technique involves testing a three day old embryo for inherited genetic disease and ensuring it is a perfect match. The young child has a disease called franconi-anaemia and without a bone marrow donation from a sibling is likely to die before the age of 15. The toddler's parents have requested permission to create another child, but the procedure extends beyond the boundaries of normal IVF technology where embryos are screened for inherited genetic diseases. Approval must be given for blood stem cells from the placenta to be transplanted to the critically ill child. Professor Alan Trounson deputy director of the Monash Institute of Reproduction and Development says the institute is ready to carry out the procedure. ""There is nothing in the law that would prevent that decision being made by the infertility treatment authority,"" Professor Trounson said.Professor Trounson does not expect any opposition to the technology. ""Who wouldn't think about how you could save a sick child's life. ""I would have thought at Christmas time that's exactly what you would want to do, and that's exactly how you would be supportive of a family making that kind of decision."" The technology has already been used to save a child in the United States.",False,1,"said, pakistan, palestinian, says"
62,Doc 63: Japanese officials say their Coast Guard has sunk,"Japanese officials say their Coast Guard has sunk an unidentified boat after an exchange of fire in the East China Sea. The BBC reports the unidentified boat, which resembled a fishing trawler, was spotted cruising off south-western Japan by a naval reconnaissance plane. More than 20 Japanese coastguard vessels were mobilised to give chase. Japanese officials said warning shots were fired on several occasions, but the boat ignored orders to stop and continued heading west towards China. The officials said crew members appeared on deck brandishing metal pipes and several hours after the chase began there was an exchange of gunfire in which two Japanese sailors were injured. The patrol boats then sank the vessel and its 15 man crew was thrown into the sea. Some reports said it resembled a North Korean spy boat, but there was also speculation it could have held Chinese smugglers. Meanwhile, the Coast Guard is continuing efforts to recover crew members. Six of the 15 on board have so far been recovered from the ocean, although rough weather is said to be hampering rescue efforts.",False,2,"sydney, yacht, line, race"
63,Doc 64: Tight security is causing headaches for American travellers,Tight security is causing headaches for American travellers this Christmas. The September 11 attacks and a weaker US economy have caused a huge drop in the number of people flying in America. But at the start of the holiday season many are venturing back into the skies for the first time and have not been prepared for the increased security. Queues have stretched for up to half a kilometre as suitcases have been opened and Christmas presents unwrapped. Even drivers dropping off passengers have had their cars searched as they approach airport terminals. But airlines are making no apologies and say the tight security controls will remain.,False,1,"said, pakistan, palestinian, says"
64,Doc 65: A high profile church leader says the Governor-General,"A high profile church leader says the Governor-General must clarify his statement defending his handling of alleged child sexual abuse at a Queensland Anglican school. Prime Minister John Howard is defending Dr Peter Hollingworth against criticism about the way he dealt with the claims of abuse at a Toowoomba Anglican school when he was the Anglican Archbishop of Brisbane. Child protection groups still want the Governor-General to resign. The Reverend Tim Costello, who is the president of the Baptist Union of Australia, says further explanation is needed. ""I don't think he should step down at this point but I do think that having begun the process with an explanation and a clarification which still leaves some things unclear, there is probably further work on just clarifying and understanding the import of what happened,"" he said. Meanwhile, Federal Opposition leader Simon Crean has described Dr Hollingworth's explanation as insufficient. Mr Crean says there are inconsistancies regarding where Dr Hollingworth received legal advice and this must be cleared up. ""We heard the Prime Minister today saying that the Governor-General never said he got the legal advice from the Chief Justice, but that begs the question as to who he got the legal advice from,"" he said. ""I think it's terribly important that we understand where the legal advice came from and who gave it.""",False,1,"said, pakistan, palestinian, says"
65,"Doc 66: The Chief of the Army, Lieutenant-General Peter Cosgrove,","The Chief of the Army, Lieutenant-General Peter Cosgrove, has confirmed an Australian man linked to Osama bin Laden served with the Australia Army in East Timor. But he denies reports the man was a member of the the 3rd Battalion, Royal Australian Regiment. Lieutenant-General Cosgrove says the man was discharged from the Army, but he says he will not comment on the circumstances of the discharge out of respect for the man's family. He says the Australian Defence Force can take take no responsibility for its soldiers once they have left the service. ""When you leave your job now will your previous company make any assessment about your skills and what you might carry to another area?"" he said. ""It's unreasonable beyond saying that they are the laws of the land and I guess people will assess more when any laws of this land have been breached by any individuals' actions.""",False,0,"man, flight, reid, says"
66,Doc 67: Argentina's Government has crumbled after at least 20,"Argentina's Government has crumbled after at least 20 people were killed and hundreds injured in nationwide riots. Argentina's President Fernando de la Rua has resigned and called for a national unity government with the opposition Peronists. The President's resignation followed 48 hours of rioting across the country. People took to the streets protesting against the Government's economic austerity program. Argentina is now on the brink of defaulting on its next debt repayment, which could be the largest default ever. The opposition parties are reported to have rejected the call for a national unity government. In Washington, the International Monetary Fund said it would work with the new cabinet. Government policy has previously ruled out any devaluation of the peso, fearing a run on the currency and an even greater debt crisis. The Government has also declared a 30-day state of siege in an effort to restore order.",False,1,"said, pakistan, palestinian, says"
67,Doc 68: A pay freeze dispute involving Qantas and its,"A pay freeze dispute involving Qantas and its maintenance workers will remain unresolved over the Christmas period. The parties failed to reach agreement during talks in the Industrial Relations Commission in Melbourne this morning. More than 2,000 employees have imposed work bans and stoppages in their campaign for a 3 per cent pay rise. Both the union and Qantas say there will not be flight disruptions.",False,0,"man, flight, reid, says"
68,"Doc 69: After months of delays, the company behind plans","After months of delays, the company behind plans for a multi-billion dollar Timor Sea gas development has reached an agreement with East Timor, to allow the project to go ahead. Six months ago, Phillips Petroleum indefinitely delayed its plan to build a $1.5 billion pipeline to bring gas from the Bayu-Undan gasfield to Darwin. The company blamed the delay on its concerns with East Timor's tax regime. But today Phillips has announced it has reached a deal with East Timor's new Government which will allow the gas project to go ahead. In a statement the company says it welcomes the tax and fiscal package offered by East Timor's Council of Ministers, and says it is an historic day. But a Phillips spokesman says the deal must first be ratified by Australia, which will share the revenue from the gas project with East Timor.",False,4,"south, new, australia, wales"
